(Lookback, Entry, Exit, Stop-loss)
Best HPs: (30, 1.0, -0.7, 3.0), Return: 0.18%, Hit Ratio: 52.24%, Max Drawdown: 0.07%
(30, 1.0, -0.7, 3.0): Return: 0.18%, Hit Ratio: 52.24%, Max Drawdown: 0.07%
(40, 1.2, -0.6, 3.2): Return: 0.11%, Hit Ratio: 57.14%, Max Drawdown: 0.05%
(40, 1.2, -0.3, 2.8): Return: 0.11%, Hit Ratio: 54.39%, Max Drawdown: 0.05%
(40, 1.2, -0.3, 2.9): Return: 0.11%, Hit Ratio: 56.14%, Max Drawdown: 0.05%
(20, 1.1, -0.3, 2.8): Return: 0.1%, Hit Ratio: 53.73%, Max Drawdown: 0.06%
(20, 1.1, -0.3, 2.9): Return: 0.1%, Hit Ratio: 53.73%, Max Drawdown: 0.06%
(20, 1.1, -0.3, 3.0): Return: 0.1%, Hit Ratio: 53.73%, Max Drawdown: 0.06%
(20, 1.1, -0.3, 3.1): Return: 0.1%, Hit Ratio: 53.73%, Max Drawdown: 0.06%
(20, 1.1, -0.3, 3.2): Return: 0.1%, Hit Ratio: 53.73%, Max Drawdown: 0.06%
(20, 1.2, -0.6, 2.8): Return: 0.1%, Hit Ratio: 52.63%, Max Drawdown: 0.06%
(20, 1.2, -0.6, 2.9): Return: 0.1%, Hit Ratio: 52.63%, Max Drawdown: 0.06%
(20, 1.2, -0.6, 3.0): Return: 0.1%, Hit Ratio: 52.63%, Max Drawdown: 0.06%
(20, 1.2, -0.6, 3.1): Return: 0.1%, Hit Ratio: 52.63%, Max Drawdown: 0.06%
(20, 1.2, -0.6, 3.2): Return: 0.1%, Hit Ratio: 52.63%, Max Drawdown: 0.06%
(35, 1.1, -0.5, 3.0): Return: 0.1%, Hit Ratio: 57.81%, Max Drawdown: 0.05%
(35, 1.1, -0.5, 3.1): Return: 0.1%, Hit Ratio: 57.81%, Max Drawdown: 0.05%
(35, 1.1, -0.5, 3.2): Return: 0.1%, Hit Ratio: 57.81%, Max Drawdown: 0.05%
(35, 1.2, -0.7, 2.8): Return: 0.1%, Hit Ratio: 60.38%, Max Drawdown: 0.06%
(35, 1.2, -0.7, 2.9): Return: 0.1%, Hit Ratio: 60.38%, Max Drawdown: 0.06%
(35, 1.2, -0.6, 2.8): Return: 0.1%, Hit Ratio: 58.18%, Max Drawdown: 0.05%
(35, 1.2, -0.6, 2.9): Return: 0.1%, Hit Ratio: 58.18%, Max Drawdown: 0.05%
(35, 1.2, -0.4, 2.8): Return: 0.1%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(35, 1.2, -0.4, 2.9): Return: 0.1%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(30, 1.1, -0.4, 2.8): Return: 0.1%, Hit Ratio: 54.1%, Max Drawdown: 0.05%
(30, 1.1, -0.4, 2.9): Return: 0.1%, Hit Ratio: 54.84%, Max Drawdown: 0.05%
(30, 1.1, -0.3, 2.8): Return: 0.1%, Hit Ratio: 52.46%, Max Drawdown: 0.05%
(30, 1.1, -0.3, 2.9): Return: 0.1%, Hit Ratio: 53.23%, Max Drawdown: 0.05%
(30, 1.2, -0.4, 2.8): Return: 0.1%, Hit Ratio: 52.73%, Max Drawdown: 0.05%
(30, 1.2, -0.4, 2.9): Return: 0.1%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(30, 1.2, -0.4, 3.0): Return: 0.1%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(30, 1.2, -0.4, 3.1): Return: 0.1%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(30, 1.2, -0.4, 3.2): Return: 0.1%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(30, 1.2, -0.3, 2.9): Return: 0.1%, Hit Ratio: 51.79%, Max Drawdown: 0.05%
(35, 1.1, -0.5, 3.0): Return: 0.1%, Hit Ratio: 57.81%, Max Drawdown: 0.05%
(35, 1.1, -0.5, 3.1): Return: 0.1%, Hit Ratio: 57.81%, Max Drawdown: 0.05%
(35, 1.1, -0.5, 3.2): Return: 0.1%, Hit Ratio: 57.81%, Max Drawdown: 0.05%
(35, 1.2, -0.7, 2.8): Return: 0.1%, Hit Ratio: 60.38%, Max Drawdown: 0.06%
(35, 1.2, -0.7, 2.9): Return: 0.1%, Hit Ratio: 60.38%, Max Drawdown: 0.06%
(35, 1.2, -0.6, 2.8): Return: 0.1%, Hit Ratio: 58.18%, Max Drawdown: 0.05%
(35, 1.2, -0.6, 2.9): Return: 0.1%, Hit Ratio: 58.18%, Max Drawdown: 0.05%
(35, 1.2, -0.4, 2.8): Return: 0.1%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(35, 1.2, -0.4, 2.9): Return: 0.1%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(40, 1.0, -0.6, 2.8): Return: 0.1%, Hit Ratio: 55.71%, Max Drawdown: 0.05%
(40, 1.0, -0.6, 2.9): Return: 0.1%, Hit Ratio: 56.52%, Max Drawdown: 0.05%
(40, 1.0, -0.3, 2.8): Return: 0.1%, Hit Ratio: 54.05%, Max Drawdown: 0.07%
(40, 1.0, -0.3, 2.9): Return: 0.1%, Hit Ratio: 55.41%, Max Drawdown: 0.07%
(40, 1.1, -0.5, 2.8): Return: 0.1%, Hit Ratio: 60.0%, Max Drawdown: 0.05%
(40, 1.1, -0.5, 2.9): Return: 0.1%, Hit Ratio: 61.54%, Max Drawdown: 0.05%
(40, 1.1, -0.4, 2.8): Return: 0.1%, Hit Ratio: 59.09%, Max Drawdown: 0.05%
(40, 1.1, -0.4, 2.9): Return: 0.1%, Hit Ratio: 60.61%, Max Drawdown: 0.05%
(40, 1.1, -0.4, 3.0): Return: 0.1%, Hit Ratio: 60.61%, Max Drawdown: 0.05%
(40, 1.1, -0.4, 3.1): Return: 0.1%, Hit Ratio: 60.61%, Max Drawdown: 0.05%
(40, 1.1, -0.4, 3.2): Return: 0.1%, Hit Ratio: 60.61%, Max Drawdown: 0.05%
(40, 1.2, -0.6, 2.8): Return: 0.1%, Hit Ratio: 55.36%, Max Drawdown: 0.05%
(40, 1.2, -0.6, 2.9): Return: 0.1%, Hit Ratio: 57.14%, Max Drawdown: 0.05%
(20, 1.1, -0.5, 2.8): Return: 0.09%, Hit Ratio: 50.77%, Max Drawdown: 0.07%
(20, 1.1, -0.5, 2.9): Return: 0.09%, Hit Ratio: 50.77%, Max Drawdown: 0.07%
(20, 1.1, -0.5, 3.0): Return: 0.09%, Hit Ratio: 50.77%, Max Drawdown: 0.07%
(20, 1.1, -0.5, 3.1): Return: 0.09%, Hit Ratio: 50.77%, Max Drawdown: 0.07%
(20, 1.1, -0.5, 3.2): Return: 0.09%, Hit Ratio: 50.77%, Max Drawdown: 0.07%
(20, 1.2, -0.7, 2.8): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(20, 1.2, -0.7, 2.9): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(20, 1.2, -0.7, 3.0): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(20, 1.2, -0.7, 3.1): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(20, 1.2, -0.7, 3.2): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(20, 1.2, -0.5, 2.8): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(20, 1.2, -0.5, 2.9): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(20, 1.2, -0.5, 3.0): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(20, 1.2, -0.5, 3.1): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(20, 1.2, -0.5, 3.2): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(20, 1.2, -0.3, 2.8): Return: 0.09%, Hit Ratio: 52.54%, Max Drawdown: 0.05%
(20, 1.2, -0.3, 2.9): Return: 0.09%, Hit Ratio: 52.54%, Max Drawdown: 0.05%
(20, 1.2, -0.3, 3.0): Return: 0.09%, Hit Ratio: 52.54%, Max Drawdown: 0.05%
(20, 1.2, -0.3, 3.1): Return: 0.09%, Hit Ratio: 52.54%, Max Drawdown: 0.05%
(20, 1.2, -0.3, 3.2): Return: 0.09%, Hit Ratio: 52.54%, Max Drawdown: 0.05%
(35, 1.1, -0.5, 2.8): Return: 0.09%, Hit Ratio: 57.81%, Max Drawdown: 0.05%
(35, 1.1, -0.5, 2.9): Return: 0.09%, Hit Ratio: 57.81%, Max Drawdown: 0.05%
(35, 1.2, -0.5, 3.0): Return: 0.09%, Hit Ratio: 58.93%, Max Drawdown: 0.05%
(35, 1.2, -0.5, 3.1): Return: 0.09%, Hit Ratio: 58.93%, Max Drawdown: 0.05%
(35, 1.2, -0.5, 3.2): Return: 0.09%, Hit Ratio: 58.93%, Max Drawdown: 0.05%
(30, 1.1, -0.6, 3.0): Return: 0.09%, Hit Ratio: 51.67%, Max Drawdown: 0.05%
(30, 1.1, -0.6, 3.1): Return: 0.09%, Hit Ratio: 51.67%, Max Drawdown: 0.05%
(30, 1.1, -0.6, 3.2): Return: 0.09%, Hit Ratio: 51.67%, Max Drawdown: 0.05%
(30, 1.2, -0.7, 2.8): Return: 0.09%, Hit Ratio: 52.83%, Max Drawdown: 0.06%
(30, 1.2, -0.7, 2.9): Return: 0.09%, Hit Ratio: 53.7%, Max Drawdown: 0.06%
(30, 1.2, -0.7, 3.0): Return: 0.09%, Hit Ratio: 53.7%, Max Drawdown: 0.06%
(30, 1.2, -0.7, 3.1): Return: 0.09%, Hit Ratio: 53.7%, Max Drawdown: 0.06%
(30, 1.2, -0.7, 3.2): Return: 0.09%, Hit Ratio: 53.7%, Max Drawdown: 0.06%
